cnd_id,word_id,word_phrase,category,allow_use,consent_required,consenting_body,Examiner Information,Formatted Client Instructions (instructions)
482,944,Coldwater,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
483,945,Cook's Ferry,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
484,946,Cowichan,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
485,947,Da'naxda'xw First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
486,948,Ditidaht,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
487,949,Doig River First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
488,950,Douglas,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
489,951,Dzawada'enuxw First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
490,952,Ehattesaht,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
491,953,Esk'etemc,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
492,954,Esquimalt,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
493,955,Fort Nelson First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
